DAMAGE,ZIPCODE,ROOFCONSTR,EAVES,VENTSCREEN,EXTERIORSI,WINDOWPANE,DECKPORCHO,DECKPORCHE,PATIOCOVER,FENCEATTAC,YEARBUILT,VSD,LATITUDE,LONGITUDE,Distance,EMBER,FLAME
Destroyed (>50%),,Asphalt,Unknown,Unknown,Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,1979,,39.73496119,-121.6501178,33.4338123,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,1979,,39.74099741,-121.6359387,50.03733703,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.73716059,-121.6492878,22.59201292,1,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.73714389,-121.649025,22.59201292,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,1979,,39.72221679,-121.5202117,16.84570837,5,7.303373
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Single Pane,Unknown,Unknown,No Patio Cover/Carport,No Fence,1979,,39.72217378,-121.5200232,16.84570837,3,8.698752
Destroyed (>50%),,Metal,Unknown,Unknown,Ignition Resistant,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,1979,,39.78628143,-121.5146669,14.15703275,,36.239914
Destroyed (>50%),,Metal,Unknown,Unknown,Ignition Resistant,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,1979,,39.78529346,-121.5123637,8.558789344,1,1.979525
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.78525493,-121.5122771,8.558789344,1,1.979525
Destroyed (>50%),,Metal,Unknown,Unknown,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.78540613,-121.5124505,14.55208898,1,1.979525
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.78617083,-121.5078455,108.881359,10,5.58323
No Damage,,,,,,,,,,,1979,,39.72095765,-121.5085133,86.22439187,2,3.984273
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,1979,,39.78871119,-121.5088404,13.39532508,3,1.97895
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.78887641,-121.5084504,19.24266894,5,9.482774
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,1979,,39.78903423,-121.5085433,19.24266894,2,2.160245
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,1979,,39.78908725,-121.5082897,22.50662551,2,2.160245
Destroyed (>50%),,Metal,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,,39.72133139,-121.4886144,12.91170292,6,
Destroyed (>50%),,Metal,No Eaves,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,,39.72117867,-121.4885729,17.32229284,6,
Destroyed (>50%),,Metal,No Eaves,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,,39.72132212,-121.4887645,12.91170292,14,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,1979,,39.78914078,-121.5079812,27.07759907,3,1.99699
No Damage,,,,,,,,,,,1979,,39.77302022,-121.5018175,100.1207698,8,7.551309
Destroyed (>50%),,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.70755708,-121.5093615,126.5145272,7,5.729008
Destroyed (>50%),,Metal,No Eaves,No Vents,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.72593123,-121.4934143,37.29577659,7,
Destroyed (>50%),,Asphalt,Unenclosed,No Vents,Combustible,Single Pane,Wood,No Deck/Porch,Combustible,Non Combustible,1979,,39.72559786,-121.4934683,37.29577659,5,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Unknown,Unknown,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.76023064,-121.6364478,21.97521308,,
Destroyed (>50%),,Tile,Unenclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Non Combustible,1979,,39.7458175,-121.635512,40.00374095,1,
Affected (1-9%),,Metal,No Eaves,"Mesh Screen > 1/8""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,,39.71613022,-121.6138738,29.1560112,4,2.184106
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.71602706,-121.6133517,20.92570674,3,1.91285
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1979,,39.71597576,-121.6131168,20.92570674,3,1.91285
Destroyed (>50%),,Metal,Unknown,Unknown,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,,39.72623611,-121.6357453,30.87639138,,
Destroyed (>50%),,Asphalt,Unknown,Unknown,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.72600871,-121.6355379,13.82149199,,
Destroyed (>50%),,Metal,No Eaves,No Vents,Ignition Resistant,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1979,,39.72588423,-121.6355347,13.82149199,,
Destroyed (>50%),,Tile,Enclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1979,,39.72550635,-121.6357788,46.87663877,,
Destroyed (>50%),,Asphalt,No Eaves,No Vents,Combustible,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,1979,,39.7243178,-121.576677,24.47939243,2,0.789452
Destroyed (>50%),,Unknown,No Eaves,No Vents,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.72411895,-121.5765536,17.94856184,2,0.789452
No Damage,,,,,,,,,,,1979,,39.70160726,-121.4681664,29.62299293,13,
No Damage,,,,,,,,,,,1979,,39.70184486,-121.4683236,29.62299293,8,
No Damage,,,,,,,,,,,1979,,39.75804901,-121.6288173,36.13673323,1,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Unknown,Non Combustible,1979,,39.75856252,-121.6289962,19.96348863,,
Affected (1-9%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Composite,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,,39.7346554,-121.5710638,70.01625069,,1.859205
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,Wood,Unknown,No Fence,1979,,39.73318452,-121.6095152,51.22711987,3,6.312898
Destroyed (>50%),,Asphalt,No Eaves,Unscreened,Combustible,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.73334558,-121.6100753,51.22711987,,7.457242
Destroyed (>50%),,Asphalt,No Eaves,Unknown,Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,,39.73196186,-121.5836608,26.21141917,3,9.8405
Minor (10-25%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.73217156,-121.5835202,26.21141917,1,5.481383
No Damage,,,,,,,,,,,1979,,39.65547256,-121.570429,261.2355319,1,
Destroyed (>50%),,Metal,Unknown,Unknown,Ignition Resistant,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,,39.73379617,-121.5853447,47.80809317,,2.277824
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.73541385,-121.624064,27.48453623,1,
Destroyed (>50%),,Tile,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,Combustible,Non Combustible,1979,,39.73584552,-121.5673222,33.34335288,4,0.764335
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1979,,39.73610012,-121.5681484,25.67021195,2,6.055943
Destroyed (>50%),,Metal,No Eaves,Unknown,Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,1979,,39.73696891,-121.583981,21.51002856,,2.542672
Destroyed (>50%),,Metal,No Eaves,Unknown,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.73689869,-121.583747,21.51002856,,2.863308
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Wood,Wood,Non Combustible,Non Combustible,1979,,39.73709685,-121.5974821,23.12506441,,1.796682
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,1979,,39.73689177,-121.5975296,23.12506441,1,5.967302
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,1979,,39.74153835,-121.5991368,28.69960972,,2.009842
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,1979,,39.74149935,-121.5994679,28.69960972,,0.894101
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,1979,,39.73740553,-121.5680216,27.37411934,1,6.608191
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1979,,39.73765059,-121.5680573,27.37411934,2,5.6858
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1979,,39.73999792,-121.6100059,5.755650492,,0.935392
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1979,,39.74000466,-121.6099393,5.755650492,,0.935392
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,Non Combustible,1979,,39.73840709,-121.5679835,28.39509825,1,4.68116
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.73856345,-121.5682458,28.39509825,2,4.103467
No Damage,,,,,,,,,,,1979,,39.78823644,-121.6553738,17.17197928,,
No Damage,,,,,,,,,,,1979,,39.78811962,-121.6555052,17.17197928,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Wood,No Deck/Porch,Combustible,Non Combustible,1979,,39.73875783,-121.5679224,32.08899698,2,4.791732
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1979,,39.73895724,-121.5670921,16.60821025,2,1.510297
Destroyed (>50%),,Metal,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,Non Combustible,No Fence,1979,,39.73915453,-121.5950949,22.96643342,,
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Single Pane,Unknown,No Deck/Porch,Combustible,No Fence,1979,,39.73876662,-121.6285784,19.46605671,,
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Combustible,No Windows,Unknown,No Deck/Porch,Combustible,No Fence,1979,,39.73858299,-121.6282369,35.66502346,,3.990626
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Single Pane,Unknown,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.73891818,-121.6286926,19.46605671,,6.719914
No Damage,,,,,,,,,,,1979,,39.73986421,-121.5678914,29.36566381,1,8.279225
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Unknown,Wood,Wood,No Patio Cover/Carport,Combustible,1979,,39.74388349,-121.5999135,44.08216705,,1.335569
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Unknown,Non Combustible,1979,0,39.74157019,-121.588669,47.95557787,,2.453058
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,0,39.76537224,-121.6314849,38.82110567,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Unknown,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1979,1,39.74158391,-121.6215164,75.80125167,,
Destroyed (>50%),,Metal,Enclosed,No Vents,Combustible,Single Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1979,1,39.74372076,-121.5887139,16.00280528,,0.697119
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,1,39.74380084,-121.5885586,16.00280528,,0.917033
Destroyed (>50%),,Asphalt,Unenclosed,No Vents,Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,Unknown,No Fence,1979,0,39.74871869,-121.5970385,57.19879304,2,2.693307
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1979,0,39.74372972,-121.6211912,34.68863395,,1.096525
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,Combustible,1979,1,39.74610621,-121.6363233,45.30555049,1,2.091207
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,1979,1,39.74465359,-121.6328369,22.75767615,1,
Affected (1-9%),,,,,,,,,,,1979,1,39.74495358,-121.6334006,50.25163242,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,1,39.74567856,-121.5837039,13.36367165,2,0.590985
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,1,39.74566438,-121.5835491,13.36367165,2,0.590985
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1979,0,39.74689246,-121.6338321,39.69572764,3,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1979,0,39.74647518,-121.6349022,34.53006192,2,
Destroyed (>50%),,Asphalt,Unenclosed,No Vents,Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1979,0,39.74633571,-121.6342428,36.67762885,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,1979,0,39.74617847,-121.6350232,34.53006192,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1979,1,39.74912682,-121.5981911,21.94780472,1,2.730505
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,1,39.7468891,-121.5740914,31.16522047,1,2.412986
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,Unknown,Non Combustible,1979,1,39.74717967,-121.5748052,32.129388,,7.310398
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Unknown,Unknown,Unknown,Non Combustible,1979,1,39.74768049,-121.5749307,31.24222486,,0.466613
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,1,39.74099158,-121.5746532,40.03262153,1,8.006815
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Wood,Wood,Unknown,Combustible,1979,1,39.74765181,-121.5745358,15.1506361,2,1.246234
Destroyed (>50%),,Metal,Unenclosed,Unknown,Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,1,39.74778539,-121.5744995,15.1506361,2,1.246234
Destroyed (>50%),,Metal,No Eaves,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,Unknown,Unknown,Unknown,Unknown,1979,1,39.74790063,-121.5747035,21.66140533,1,1.244724
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,1,39.74779749,-121.6069203,27.79484,,1.441615
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Ignition Resistant,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,1979,1,39.74698649,-121.6138164,28.70133765,,1.423437
Destroyed (>50%),,Asphalt,Enclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1979,1,39.74803227,-121.6378176,33.04088363,,2.268915
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,1,39.74870544,-121.6021715,44.05066338,1,3.032557
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,1979,1,39.7496315,-121.5918079,24.65646191,1,2.190561
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Combustible,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1979,0,39.74937825,-121.6012884,27.55926313,,2.617333
Destroyed (>50%),,Asphalt,No Eaves,"Mesh Screen > 1/8""",Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,1979,,39.75028351,-121.5989729,19.32507652,1,10.272199
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,1979,,39.74258355,-121.5758582,30.25795798,,2.389319
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,1979,,39.74255152,-121.5766619,32.05385637,,2.303669
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,1979,,39.75062174,-121.5978401,16.68404103,,6.321177
Destroyed (>50%),,Asphalt,Unenclosed,Unknown,Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.75054211,-121.5980053,14.0856487,2,8.918689
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,1979,,39.73474273,-121.6454425,31.39996415,,
Destroyed (>50%),,Metal,Unknown,No Vents,Combustible,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.73456123,-121.6451615,31.39996415,,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1979,,39.76891876,-121.6306552,26.23572972,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1979,,39.75061982,-121.6201952,35.17360728,2,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,,39.75108332,-121.5826106,34.03198268,1,1.139115
No Damage,,,,,,,,,,,1979,,39.75132361,-121.5746282,27.69403584,3,1.494997
No Damage,,,,,,,,,,,1979,,39.75154625,-121.5738028,43.41020638,2,1.370602
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Combustible,Single Pane,Wood,Wood,Combustible,No Fence,1979,,39.75236422,-121.5815412,35.73628459,,0.672572
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1979,,39.75296818,-121.5823034,39.72154741,,1.578377
Destroyed (>50%),,Asphalt,Unknown,Unknown,Combustible,Single Pane,Wood,Wood,Unknown,No Fence,1979,,39.75267544,-121.5816655,28.87608616,,0.740712
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,1979,,39.75202147,-121.6347659,19.0252565,,2.269788
Destroyed (>50%),,Asphalt,Unenclosed,No Vents,Ignition Resistant,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.75454471,-121.5963378,16.26944717,1,
Destroyed (>50%),,Asphalt,Unenclosed,No Vents,Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1979,,39.75445956,-121.5964923,16.26944717,1,
No Damage,,,,,,,,,,,1979,,39.72789194,-121.6330533,81.9907755,,
Destroyed (>50%),,Unknown,Unknown,Unknown,Combustible,Unknown,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1979,,39.75484114,-121.5977658,26.19662844,1,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Combustible,Single Pane,Masonry/Concrete,Wood,Combustible,No Fence,1979,,39.72709631,-121.63352,15.30727068,,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,Combustible,Non Combustible,1979,,39.72720856,-121.6334163,15.30727068,1,
