DAMAGE,ZIPCODE,ROOFCONSTR,EAVES,VENTSCREEN,EXTERIORSI,WINDOWPANE,DECKPORCHO,DECKPORCHE,PATIOCOVER,FENCEATTAC,YEARBUILT,FLAME,EMBER,LATITUDE,LONGITUDE,Distance,VSD
Destroyed (>50%),95492,Asphalt,Unknown,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1976,2.705509901,1,38.55669275,-122.7720455,0,0
Destroyed (>50%),95492,Asphalt,No Eaves,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1976,2.705509901,1,38.55669275,-122.7720455,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1941,3.215862274,,38.5570404,-122.7747194,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1941,,,38.55844415,-122.774931,0,0
Destroyed (>50%),95492,Asphalt,Enclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1973,2.39367938,,38.5570404,-122.7747194,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1973,,,38.5570404,-122.7747194,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1999,6.344985962,,38.55844415,-122.774931,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1963,,,38.55869575,-122.7756139,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1999,3.314898491,,38.55844415,-122.774931,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,2.679110289,1,38.55869575,-122.7756139,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1963,3.713952303,,38.55869575,-122.7756139,0,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2004,,,38.6453902,-122.8137265,0,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2004,,,38.6453902,-122.8137265,0,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1975,,,38.6453902,-122.8137265,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6395238,-122.6805318,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6395238,-122.6805318,0,0
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2011,,,38.6711345,-122.6641554,0,0
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2011,,,38.6711345,-122.6641554,0,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1989,,,38.63462865,-122.805569,0,0
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2016,,,38.63462865,-122.805569,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1973,,,38.6341632,-122.6693776,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6341632,-122.6693776,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1941,,,38.56426545,-122.7291081,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1930,6.076408386,2,38.5665385,-122.7328046,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1930,8.62090683,2,38.5665385,-122.7328046,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1941,,,38.56426545,-122.7291081,0,0
Destroyed (>50%),95411,Asphalt,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1995,4.989742279,,38.6775779,-122.7821018,0,0
Destroyed (>50%),95411,Asphalt,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1995,4.989742279,,38.6775779,-122.7821018,0,0
No Damage,95492,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1988,,,38.5813539,-122.8276351,0,0
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1995,21.95131874,,38.68576035,-122.6585271,0,0
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1995,15.1611042,,38.68576035,-122.6585271,0,0
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1960,22.10889626,1,38.69245755,-122.6701307,0,0
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,14.50675964,1,38.69245755,-122.6701307,0,0
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,5.571014881,1,38.69245755,-122.6701307,0,0
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1968,14.50675964,1,38.69245755,-122.6701307,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.6395238,-122.6805318,0,0
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2005,,,38.7645407,-122.8451147,0,
Destroyed (>50%),95411,Asphalt,Unknown,"Mesh Screen <= 1/8""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,6.576778412,5,38.7512785,-122.8285095,0,
Destroyed (>50%),95441,Metal,Enclosed,"Mesh Screen <= 1/8""",Metal,Multi Pane,Wood,Masonry/Concrete,No Patio Cover/Carport,No Fence,2005,8.12374115,1.092607004,38.7647793,-122.8183302,0,
No Damage,95411,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,2000,,,38.7144684,-122.7831297,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.79071745,-122.7939469,0,
Destroyed (>50%),95441,Other,Unknown,No Vents,Vinyl,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,13.6347456,1,38.75975151,-122.7590646,0,
No Damage,,Asphalt,Unenclosed,Unscreened,Unknown,Single Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1961,6.809999943,2,38.7362133,-122.7762214,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,29.31941414,,38.770894,-122.783043,0,
Destroyed (>50%),,Metal,Unknown,Unknown,Metal,Unknown,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,4.23494482,2,38.7791407,-122.807789,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1990,,,38.71733002,-122.8404336,0,
Destroyed (>50%),,Metal,No Eaves,Unknown,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,33.39695358,1,38.799632,-122.817372,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,9.930568695,2,38.79529,-122.823325,0,
Destroyed (>50%),95433,Metal,Unknown,No Vents,Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,,19.34860992,,38.728203,-122.700439,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.70354065,-122.8584299,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,1,38.70719665,-122.8473123,0,
Destroyed (>50%),,Wood,Unknown,Unknown,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,2.988050461,1,38.7696885,-122.8001208,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,8.12446022,1,38.76431,-122.776557,0,
Destroyed (>50%),,Metal,Unknown,Unknown,Wood,Single Pane,Wood,No Deck/Porch,Unknown,Combustible,,18.87332344,1,38.76250265,-122.7705052,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1959,,,38.716919,-122.8954126,0,
Destroyed (>50%),,Wood,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1961,1.267557144,1,38.74455091,-122.7764212,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1.720044613,,38.7013634,-122.7627106,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,2.65352869,,38.73993677,-122.8611304,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.69892139,-122.8545657,0,
No Damage,95411,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,1.95332706,1.002181494,38.69954535,-122.7892064,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1952,,,38.726386,-122.896303,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,1,38.80026965,-122.8316872,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1948,,2,38.8005356,-122.8272155,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,9.281970978,,38.73556453,-122.8419636,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1998,7.515562534,,38.73777268,-122.8453788,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1998,4.278927803,,38.7383041,-122.8525626,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,9.578825951,1,38.7857172,-122.7754706,0,
No Damage,96426,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,6.52073431,,38.78863705,-122.7512487,0,
Minor (10-25%),95411,Asphalt,No Eaves,"Mesh Screen <= 1/8""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1977,4.005506039,,38.69712065,-122.8437519,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.69113438,-122.8180009,0,
Minor (10-25%),95441,Asphalt,Enclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Wood,Wood,Combustible,No Fence,0,3.925285101,,38.6877275,-122.8416303,0,
Destroyed (>50%),95441,Concrete,No Eaves,No Vents,Stucco/Brick/Cement,No Windows,Wood,No Deck/Porch,Combustible,No Fence,1933,7.31131649,1,38.73322803,-122.8209744,0,
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1965,6.995695591,2,38.70579218,-122.7555838,0,
Destroyed (>50%),95411,Asphalt,Unknown,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,2.805738688,1,38.7066719,-122.8107079,0,
Destroyed (>50%),95441,Tile,Unenclosed,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,6.519494534,2,38.70840269,-122.8114919,0,
Destroyed (>50%),95411,Metal,Unenclosed,Unscreened,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,2.244574308,,38.69610585,-122.787347,0,
Minor (10-25%),95411,Metal,Enclosed,Unscreened,Vinyl,Multi Pane,No Deck/Porch,Composite,No Patio Cover/Carport,No Fence,2015,3.269920826,,38.69485115,-122.7856407,0,
Destroyed (>50%),95411,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1989,3.186071634,,38.705729,-122.8279833,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.78651942,-122.77898,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.68903367,-122.8142281,0,
Destroyed (>50%),95411,Metal,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,5.953947067,1,38.7006543,-122.8094621,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1951,5.720535755,,38.7208461,-122.8849033,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1910,1.997258425,,38.72237098,-122.8858589,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1.944414854,,38.69289194,-122.830117,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1952,11.04218006,,38.7342291,-122.89206,0,
Destroyed (>50%),95441,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1989,,,38.70055467,-122.8306834,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.7979065,-122.8022003,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,1,38.79901503,-122.8032846,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,3.670921564,1,38.7292402,-122.8365247,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1946,4.364859581,1,38.73855101,-122.8564746,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,7.870717525,1,38.7498058,-122.7908096,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1920,9.747682571,,38.7507742,-122.7915637,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2005,,1,38.72607845,-122.8917463,0,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,31.28483772,4.057600257,38.745536,-122.765659,0,
Minor (10-25%),,Unknown,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,,38.7864343,-122.7829754,0,
Destroyed (>50%),95411,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,1989,2.693799257,,38.70417548,-122.8267628,0,
No Damage,,Tile,Unenclosed,Unscreened,Stucco/Brick/Cement,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1961,27.99574852,1,38.7483904,-122.7721177,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1998,,,38.69188025,-122.8148732,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,1.994548321,1,38.72045985,-122.8894007,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1980,5.913048267,,38.73987213,-122.8851674,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.7957376,-122.7653827,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1940,,,38.68833232,-122.844672,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1940,,,38.68846504,-122.8454393,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.71038441,-122.8419895,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.70996484,-122.8414274,0,
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,7.609204769,,38.723192,-122.767646,0,
No Damage,96426,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,5.337166786,,38.78977784,-122.7543743,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,3.19280839,,38.70761976,-122.874925,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.7067062,-122.8744966,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1903,,,38.69194519,-122.834105,0,
Destroyed (>50%),95441,Metal,Unknown,Unknown,Metal,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1998,1.613533735,1,38.69580549,-122.8118931,0,
Affected (1-9%),95441,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,1903,,,38.69329854,-122.8330506,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1980,9.726211548,1,38.73687498,-122.8873401,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1980,5.78834343,1,38.73708471,-122.8868641,0,
No Damage,95448,Metal,Unenclosed,Unscreened,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,6.753608704,,38.72346934,-122.7682564,0,
No Damage,95448,Metal,Unenclosed,Unscreened,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,7.516726971,,38.72386476,-122.7683112,0,
Destroyed (>50%),95441,Asphalt,Unknown,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,No Windows,Wood,No Deck/Porch,Combustible,No Fence,1933,0.836996436,1,38.73550076,-122.8218034,0,
Destroyed (>50%),95441,Metal,No Eaves,No Vents,Metal,Unknown,Wood,No Deck/Porch,Combustible,No Fence,1933,9.804900169,1,38.73514035,-122.8216942,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.69335455,-122.8257456,0,
No Damage,,Metal,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,1961,5.436897278,1,38.74759855,-122.7709466,0,
Destroyed (>50%),95441,Metal,Unknown,Unknown,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1998,4.594679356,1,38.69423767,-122.8121671,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,6.228114605,1,38.72960326,-122.8382232,0,
Destroyed (>50%),95411,Metal,Unenclosed,No Vents,Stucco/Brick/Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,8.895636559,,38.7297853,-122.838568,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.71240872,-122.8829116,0,
No Damage,96426,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.79121562,-122.7554822,0,
Destroyed (>50%),95411,Asphalt,Unknown,Unscreened,Metal,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1911,3.858836174,,38.69833523,-122.8405177,0,
Destroyed (>50%),95411,Asphalt,Unknown,Unscreened,Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1911,,,38.69844892,-122.8401694,0,
Destroyed (>50%),95433,Metal,Unenclosed,Unknown,Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,,11.59961796,2,38.72368611,-122.6961531,0,
Destroyed (>50%),95433,Metal,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,12.14580917,2.620168844,38.723528,-122.695844,0,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,38.7867124,-122.781629,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1998,2.117181301,,38.6942961,-122.8158369,0,
Destroyed (>50%),95411,Metal,No Eaves,"Mesh Screen > 1/8""",Metal,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1994,,1,38.7033747,-122.8259254,0,
Destroyed (>50%),95441,Wood,Unknown,Unscreened,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1903,,,38.69357214,-122.8325611,0,
Destroyed (>50%),95441,Metal,Unknown,Unscreened,Stucco/Brick/Cement,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1903,,,38.693682,-122.831934,0,
Destroyed (>50%),95441,Asphalt,Unknown,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1903,,,38.69367383,-122.8322577,0,
Minor (10-25%),95441,Metal,Enclosed,Unscreened,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1998,,,38.69533119,-122.8119443,0,
Destroyed (>50%),95411,Asphalt,Unenclosed,Unscreened,Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,1,38.70971738,-122.8396989,0,
Destroyed (>50%),95411,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,3.412395954,,38.70888163,-122.8388627,0,
Destroyed (>50%),95411,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,,5.025113583,,38.70866205,-122.8387894,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1921,,,38.72515845,-122.8902001,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1921,,,38.72516529,-122.8899106,0,
Destroyed (>50%),95411,Asphalt,Unknown,"Mesh Screen > 1/8""",Unknown,Unknown,Unknown,Unknown,Unknown,No Fence,,6.380349159,,38.70219819,-122.8104048,0,
Destroyed (>50%),95411,Metal,Unknown,Unknown,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,32.25962067,3,38.7024171,-122.8104217,0,
No Damage,96426,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,4.919763565,,38.79049504,-122.7549164,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,3.881533861,,38.70820375,-122.875515,0,
Destroyed (>50%),95441,Asphalt,Unknown,"Mesh Screen <= 1/8""",Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1998,,,38.69450739,-122.8125644,0,
Destroyed (>50%),95441,Asphalt,Unknown,Unscreened,Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,Combustible,1998,,1,38.69437348,-122.8127709,0,
Destroyed (>50%),,Metal,Unenclosed,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,1925,,1,38.70161136,-122.7740302,0,
No Damage,,Metal,Unenclosed,"Mesh Screen <= 1/8""",Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1925,,,38.70176671,-122.7738579,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1953,3.226481676,,38.69329177,-122.8121541,0,
No Damage,95411,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1911,2.310560703,,38.6985091,-122.839771,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1911,2.247988701,,38.69858993,-122.839538,0,
Destroyed (>50%),95411,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,1.133026719,,38.71011418,-122.839807,0,
Destroyed (>50%),95411,Asphalt,No Eaves,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,,1.476667285,,38.7099584,-122.8396504,0,
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1965,2.175823212,,38.70480715,-122.7577359,0,
No Damage,95433,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1965,0.762573302,,38.70487786,-122.757969,0,
Affected (1-9%),95441,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,,38.71086123,-122.8788546,0,
Destroyed (>50%),95411,Metal,Unknown,Unscreened,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1998,6.449700356,2,38.69526351,-122.8122415,0,
Destroyed (>50%),95441,Metal,Unenclosed,Unscreened,Wood,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1998,0.533278286,1,38.69507077,-122.8122431,0,
No Damage,95441,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1981,,,38.693192,-122.826166,0,
Destroyed (>50%),95411,Asphalt,Unknown,"Mesh Screen <= 1/8""",Wood,Unknown,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,1.500608444,1,38.69392079,-122.8123007,0,
