DAMAGE,ZIPCODE,ROOFCONSTRUCTION,EAVES,VENTSCREEN,EXTERIORSIDING,WINDOWPANE,DECKPORCHONGRADE,DECKPORCHELEVATED,PATIOCOVER,FENCE,YEARBUILT,LATITUDE,LONGITUDE,EMBER,FLAME,Distance,VSD
No Damage,,Metal,Enclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1987,38.60478395,-122.4760563,2,3.14658618,104.2822308,
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1966,38.44021378,-122.543174,1,1.820218921,104.1975706,
Destroyed (>50%),,Asphalt,Unknown,Unknown,Wood,Multi Pane,Wood,Unknown,Combustible,No Fence,1965,38.55495861,-122.4737686,,0.900434017,103.498691,
No Damage,,Tile,No Eaves,"Mesh Screen > 1/8""",Wood,Single Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,,38.64176969,-122.5034671,1,3.602914333,102.7598611,
No Damage,,Asphalt,Enclosed,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,38.64198166,-122.5037719,1,8.68536377,102.7598611,
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Wood,Wood,Combustible,No Fence,1982,38.57137534,-122.4589718,,1.04409337,102.1120507,
No Damage,,Asphalt,Enclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,2000,38.5540485,-122.4635051,,4.936499596,100.7953324,
No Damage,,Asphalt,Enclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,2000,38.554283,-122.463774,,4.432961941,100.7953324,
No Damage,,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1887,38.56064504,-122.467986,,3.994742155,100.2670636,
No Damage,,Asphalt,No Eaves,"Mesh Screen > 1/8""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1974,38.55109554,-122.4593987,,,100.2231794,
No Damage,,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1956,38.50796204,-122.4462967,,0.23805657,99.87222732,
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1942,38.57090198,-122.4597074,,2.635983706,99.67859709,
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1958,38.50878216,-122.448389,,,98.68241786,
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,1966,38.50731186,-122.4452316,,,96.98837513,
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Wood,Wood,Combustible,No Fence,,38.57093241,-122.4589879,,3.899508715,96.44579044,
No Damage,,Asphalt,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1982,38.57113919,-122.4587,,1.249320626,96.44579044,
Destroyed (>50%),,Asphalt,Unknown,Unknown,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1941,38.53707622,-122.4648887,1,0.473245442,95.23950436,
Minor (10-25%),,Metal,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1950,38.54246161,-122.4678397,2,0.855425417,94.70594346,
Affected (1-9%),,Wood,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1895,38.5150799,-122.45373,,0.534695745,93.88845444,
Destroyed (>50%),,Metal,Unknown,Unknown,Metal,Unknown,No Deck/Porch,Unknown,Combustible,No Fence,,38.55683758,-122.4746109,2,2.135359526,92.9883788,
No Damage,,Metal,No Eaves,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1999,38.50592999,-122.440527,,,92.9379951,
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,1972,38.57808734,-122.4654624,,6.026321411,92.20258524,
No Damage,,Metal,Unenclosed,No Vents,Wood,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,1987,38.60507725,-122.4759614,1,2.339642048,91.02280082,
No Damage,,Metal,Enclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1987,38.6049023,-122.4756615,2,3.427931786,91.02280082,
Destroyed (>50%),,Metal,Unknown,"Mesh Screen > 1/8""",Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1940,38.62848012,-122.4877254,,2.758988619,90.86122338,
No Damage,,Metal,No Eaves,No Vents,Metal,No Windows,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1978,38.58431826,-122.4672347,,20.03584099,88.77572972,
No Damage,,Asphalt,Enclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,Wood,Combustible,No Fence,1978,38.58452242,-122.4669725,,3.220473528,88.77572972,
No Damage,,Concrete,Enclosed,No Vents,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.51652347,-122.4409406,5,1.98441565,88.7081766,
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1994,38.56958351,-122.4624369,3,29.61561966,88.05826446,
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1994,38.56943439,-122.462128,,20.77994728,88.05826446,
Destroyed (>50%),,Metal,Unknown,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.53579253,-122.4661662,,0.397204459,86.92519963,
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,1977,38.55018441,-122.4584591,,8.675601006,86.88474794,
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1977,38.55043745,-122.4583249,,1.939997554,86.88474794,
No Damage,,Metal,Enclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1971,38.59943126,-122.4695257,,2.798829794,86.06397913,
No Damage,,Metal,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1971,38.59968563,-122.4694598,,,86.06397913,
No Damage,,Tile,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1970,38.54022458,-122.4681653,,8.100861549,85.4924568,
No Damage,,Metal,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1970,38.54029198,-122.4678413,,7.619447708,85.4924568,
No Damage,,Asphalt,Enclosed,No Vents,Wood,Multi Pane,No Deck/Porch,Wood,Combustible,Combustible,1987,38.50954088,-122.4499109,,,84.98264731,
No Damage,,Concrete,No Eaves,No Vents,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1998,38.52288893,-122.4549698,,2.673306227,83.32677433,
No Damage,,Metal,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1985,38.5173428,-122.4455319,1,5.050704002,83.12490155,
No Damage,,Concrete,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,1985,38.51753743,-122.4457847,,1.169838071,83.12490155,
No Damage,,Metal,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1947,38.51610874,-122.455235,,,82.79500353,
No Damage,,Metal,Unenclosed,"Mesh Screen > 1/8""",Wood,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1947,38.51618895,-122.4555512,,,82.79500353,
No Damage,,Asphalt,Enclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1972,38.61250586,-122.4591892,3,14.27810192,82.47504548,
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1978,38.57403267,-122.4628679,,,82.24299207,
No Damage,,Concrete,No Eaves,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1978,38.57418193,-122.4631589,,,82.24299207,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1954,38.53875025,-122.4660505,,0.76126188,81.38025194,
No Damage,,Concrete,Enclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,2008,38.55703383,-122.4623563,2,12.43988514,81.05162285,
No Damage,,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,Unknown,No Patio Cover/Carport,Non Combustible,1998,38.50931857,-122.4416179,2,6.518407822,80.76575061,
Destroyed (>50%),,Asphalt,Unknown,Unknown,Wood,Multi Pane,Unknown,Unknown,No Patio Cover/Carport,No Fence,1954,38.54341896,-122.4679508,,1.843251944,80.4147976,
Major (26-50%),,Metal,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.56126306,-122.4674521,1.895025192,8.900666237,79.47598062,
Destroyed (>50%),,Metal,Unknown,Unknown,Stucco Brick Cement,Multi Pane,Unknown,Unknown,Unknown,Combustible,1966,38.54139657,-122.4683481,,2.079122543,79.43956208,
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1945,38.54163581,-122.4684633,,1.955309391,79.43956208,
Destroyed (>50%),,Metal,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,38.53540961,-122.4592953,,0.487966925,77.21757217,
Destroyed (>50%),,Unknown,No Eaves,No Vents,Unknown,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.53533438,-122.4595965,,2.37827754,77.21757217,
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Non Combustible,No Fence,1972,38.57812618,-122.4650411,,1.14646101,77.16481771,
No Damage,,Asphalt,Enclosed,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1972,38.57789439,-122.4651748,2,7.941087723,77.16481771,
Destroyed (>50%),,Asphalt,Unknown,Unknown,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1954,38.53733901,-122.4660486,1,,76.66076361,
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.43982224,-122.5440053,,1.584430337,76.48022725,
No Damage,,Metal,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1998,38.5225459,-122.4564,1,5.610323906,76.17662421,
No Damage,,Metal,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,2010,38.43496553,-122.556573,,,75.88337005,
No Damage,,Metal,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,2010,38.43506217,-122.5562781,,,75.88337005,
No Damage,,Asphalt,Enclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,2010,38.56354251,-122.4654997,3,3.923152208,74.96653784,
No Damage,,Asphalt,Enclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Wood,Wood,Combustible,No Fence,1921,38.55125424,-122.4708734,1,5.65433979,73.09909804,
No Damage,,Metal,Unenclosed,Unscreened,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.55140483,-122.4706118,1,0.626489878,73.09909804,
Destroyed (>50%),,Metal,Unenclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Unknown,No Fence,,38.53485428,-122.4583985,,,72.7854354,
No Damage,,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1998,38.50956191,-122.4417039,1.231256769,5.858841419,72.31561911,
No Damage,,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1998,38.50951696,-122.4419917,3.000800674,8.753530502,72.31561911,
Affected (1-9%),,Tile,No Eaves,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1990,38.5159715,-122.4468623,,0.569970846,71.87560471,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1972,38.55517283,-122.472425,3,1.739547372,70.38254819,
Destroyed (>50%),,Asphalt,Unenclosed,Unknown,Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,1972,38.55516873,-122.4727075,1,1.514740944,70.38254819,
No Damage,,Metal,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1950,38.51721958,-122.4562378,,1.137592196,70.29686408,
No Damage,,Metal,Unenclosed,"Mesh Screen <= 1/8""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,1950,38.51701774,-122.4560543,,0.937021315,70.29686408,
No Damage,,Tile,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1962,38.50824962,-122.4469008,,,70.07351983,
No Damage,,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1962,38.50813004,-122.4466298,,,70.07351983,
No Damage,,Wood,Enclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,38.51626521,-122.440815,5,1.98441565,69.81157969,
No Damage,,Unknown,No Eaves,No Vents,Unknown,Multi Pane,Unknown,Wood,Combustible,No Fence,,38.51635229,-122.4405352,5,3.15297246,69.81157969,
No Damage,,Asphalt,Unenclosed,No Vents,Wood,Single Pane,Wood,No Deck/Porch,Non Combustible,No Fence,1900,38.52690132,-122.4592611,3.658659651,4.094246387,68.97515945,
No Damage,,Metal,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1998,38.52313771,-122.4549371,,2.673306227,67.9827361,
No Damage,,Other,Unenclosed,No Vents,Vinyl,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1998,38.52332285,-122.4551414,,1.14013052,67.9827361,
Destroyed (>50%),,Other,Unenclosed,"Mesh Screen <= 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1991,38.5383147,-122.4660338,1,4.93012619,65.76018141,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1956,38.53757093,-122.4652661,1,,65.18077521,
No Damage,,Tile,No Eaves,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,1991,38.57966786,-122.4664512,,2.40337801,64.0798883,
No Damage,,Concrete,Enclosed,No Vents,Wood,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,1991,38.5798632,-122.4666129,,1.921834588,64.0798883,
No Damage,,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1887,38.56088037,-122.4676361,2,4.196867943,63.16409394,
No Damage,,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1936,38.55177383,-122.4727218,,,63.16043509,
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,1936,38.55156833,-122.4727655,1,,63.16043509,
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,1957,38.51794661,-122.4573057,,1.088226795,63.04051873,
No Damage,,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1973,38.58126119,-122.4710368,2,2.712421656,61.3391193,
No Damage,,Asphalt,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,38.43886767,-122.544791,,1.518455386,61.15412013,
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1987,38.51543636,-122.4525257,,1.615543246,60.90371511,
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1940,38.54065157,-122.4683947,1,,60.42253818,
No Damage,,Asphalt,Enclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1940,38.54054224,-122.4681472,,0.364812225,60.42253818,
No Damage,,Metal,No Eaves,No Vents,Other,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1980,38.54753823,-122.4548482,,1.097960472,60.41110101,
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1980,38.54733861,-122.4547571,3,0.693437994,60.41110101,
No Damage,,Tile,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1973,38.58096457,-122.4707772,1,2.364294767,60.05741662,
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1973,38.58116334,-122.4707827,2,2.712421656,60.05741662,
No Damage,,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1887,38.56070471,-122.4683503,1,2.832474709,59.90354524,
No Damage,,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1887,38.56090321,-122.4682895,,3.313014507,59.90354524,
No Damage,,Metal,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1940,38.62938748,-122.4880818,1,2.587956905,59.84046516,
No Damage,,Asphalt,No Eaves,"Mesh Screen <= 1/8""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1958,38.50908154,-122.4493067,,,59.6779724,
No Damage,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1978,38.54740839,-122.4543779,,0.617797375,59.36879703,
No Damage,,Tile,Unenclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Single Pane,Wood,Wood,Combustible,Combustible,1978,38.54758524,-122.4541995,1,3.940045357,59.36879703,
Destroyed (>50%),,Metal,Unknown,No Vents,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,38.53576927,-122.4658383,,2.15476656,58.19258717,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Wood,Single Pane,Wood,No Deck/Porch,Combustible,No Fence,1949,38.53776894,-122.4651043,1,2.831213713,58.10666249,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,1949,38.53769402,-122.4648555,,2.831213713,58.10666249,
No Damage,,Unknown,Unenclosed,"Mesh Screen <= 1/8""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1981,38.54956254,-122.4693592,1,1.748751879,57.97437386,
No Damage,,Metal,Enclosed,No Vents,Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1972,38.54590958,-122.4701449,1,1.414456367,57.57086798,
No Damage,,Metal,Enclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,1972,38.54587658,-122.4698975,1,1.57902801,57.57086798,
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,2001,38.51529393,-122.4492668,,1.103646159,57.52503695,
No Damage,,Tile,Unenclosed,"Mesh Screen > 1/8""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,No Fence,2002,38.52550537,-122.4607971,1,5.775832176,57.18176036,
No Damage,,Tile,Unenclosed,No Vents,Stucco Brick Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,2002,38.52545669,-122.4610435,1,4.927021027,57.18176036,
Destroyed (>50%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,1971,38.55420804,-122.4738227,1,1.14063704,56.90059237,
No Damage,,Metal,Enclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Non Combustible,No Fence,1991,38.605138,-122.4727229,,0.732261777,56.87598607,
No Damage,,Metal,Enclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1991,38.60511348,-122.4724773,2,24.39842987,56.87598607,
Destroyed (>50%),,Asphalt,Unknown,No Vents,Stucco Brick Cement,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1991,38.53810407,-122.4659293,1,,56.66404381,
Destroyed (>50%),,Asphalt,Unknown,"Mesh Screen <= 1/8""",Stucco Brick Cement,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,1991,38.53815542,-122.4656843,1,1.363681197,56.66404381,
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,Combustible,1957,38.51731517,-122.4568491,,0.353269577,56.45013304,
No Damage,,Asphalt,Enclosed,"Mesh Screen <= 1/8""",Wood,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,1957,38.51750639,-122.4568716,,0.351563096,56.45013304,
No Damage,,Asphalt,Enclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1992,38.57168473,-122.4597515,,0.380389839,55.30015407,
Destroyed (>50%),,Metal,Unknown,"Mesh Screen > 1/8""",Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1940,38.62844512,-122.488064,1,3.270426989,54.80714873,
Destroyed (>50%),,Metal,Unknown,"Mesh Screen > 1/8""",Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1940,38.62862862,-122.4881923,1,3.270426989,54.80714873,
No Damage,,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1966,38.50719343,-122.4455821,,,54.63597195,
No Damage,,Wood,Unenclosed,No Vents,Wood,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,1895,38.5153782,-122.4539368,1,1.877096057,53.89896645,
No Damage,,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1981,38.54978351,-122.4694038,2,11.89091206,52.88287571,
Affected (1-9%),,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1981,38.54972904,-122.4691692,3,3.213291168,52.88287571,
No Damage,,Wood,Enclosed,"Mesh Screen > 1/8""",Wood,Single Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1895,38.51505585,-122.4540769,1,1.759594798,52.74475234,
No Damage,,Wood,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,1895,38.51523913,-122.4541452,1,1.759594798,52.74475234,
No Damage,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,No Fence,1932,38.51442083,-122.4512472,,2.10960269,52.27733798,
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1974,38.55130684,-122.4596954,,4.616219997,51.64174061,
No Damage,,Asphalt,Unenclosed,"Mesh Screen > 1/8""",Wood,Multi Pane,Wood,No Deck/Porch,Combustible,No Fence,1974,38.55148203,-122.459561,,4.616219997,51.64174061,
No Damage,,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,Composite,Composite,Combustible,No Fence,1978,38.5480716,-122.4546634,,0.371622294,51.34930502,
No Damage,,Tile,Unenclosed,No Vents,Stucco Brick Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,1978,38.54820034,-122.4548723,,1.654875398,51.34930502,
No Damage,,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,2001,38.51537709,-122.4497144,,0.795447409,51.2896998,
No Damage,,Asphalt,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,2001,38.51543653,-122.4494841,,1.103646159,51.2896998,
No Damage,,Asphalt,Unenclosed,No Vents,Wood,Multi Pane,Masonry/Concrete,Wood,No Patio Cover/Carport,No Fence,1971,38.51845733,-122.4563824,2.637083138,3.255483866,51.19750819,
